,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
243,1.97,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,67,1,0,0,1,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0
244,2.22,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,7,0,0,4,0,0,0,0,6,148,7,0,0,6,0,0,0,0,7,149,5,0,0,5,0,0,0,0,4,153,11,0,1,9,0,0,0,0,11,161,11,0,0,9,0,0,0,0,10,164,12,0,0,11,0,0,0,0,12
245,2.94,3.1,90,15,0,0,9,2,4,0,0,8,91,18,0,0,11,3,3,0,0,11,74,25,0,0,14,0,8,0,0,20,74,21,0,0,12,0,6,0,0,15,83,22,0,2,6,0,12,0,0,12,83,22,0,1,7,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2.22,2.21,46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,58,1,0,0,1,0,0,0,0,1,59,1,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2.27,2.54,28,1,0,0,1,0,0,0,0,1,28,5,0,0,4,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,45,2,0,0,1,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2.67,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,10,0,0,7,0,0,0,0,8,149,26,0,0,19,0,0,0,0,17,172,19,0,2,10,0,0,0,0,12,173,48,0,11,27,0,0,0,0,33,104,7,0,0,3,0,0,0,0,2,90,5,0,0,5,0,0,0,0,3
249,2.46,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,0,1,2,0,0,0,0,3,94,4,0,0,1,0,0,0,0,3,78,6,0,3,0,0,0,0,0,5,79,3,0,2,0,0,0,0,0,2,87,6,0,2,3,0,0,0,0,5,64,0,0,0,0,0,0,0,0,0
250,2.74,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,19,0,1,10,0,6,0,0,11,90,12,0,1,5,0,5,0,0,4,111,12,0,0,5,0,3,0,0,9,111,4,0,0,0,0,1,0,0,4,88,11,0,0,4,0,5,0,0,5,88,4,0,0,0,0,3,0,0,0
251,2.17,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,3,0,0,1,0,0,0,0,3,79,2,0,1,1,0,0,0,0,2,80,0,0,0,0,0,0,0,0,0,93,1,0,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
252,2.33,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,5,0,0,0,0,4,49,4,0,0,2,0,0,0,0,3,60,1,0,0,1,0,0,0,0,1,62,1,0,0,0,0,0,0,0,1,66,3,0,1,1,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0
253,2.11,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,0,2,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,86,1,0,0,1,0,0,0,0,0,95,1,0,0,1,0,0,0,0,0
254,2.31,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3,0,0,2,0,0,0,0,1,116,5,0,0,3,0,0,0,0,2,115,5,0,0,4,0,0,0,0,3,117,2,0,0,2,0,0,0,0,0,111,5,0,1,3,0,0,0,0,3,77,0,0,0,0,0,0,0,0,0
255,2.28,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,0,1,3,0,0,0,0,3,85,4,0,1,2,0,0,0,0,3,77,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,59,2,0,0,1,0,1,0,0,1,25,0,0,0,0,0,0,0,0,0
256,2.23,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,0,0,2,2,0,0,0,4,86,5,0,0,1,4,0,0,0,3,102,2,0,0,0,1,0,0,0,1,101,4,0,0,0,4,0,0,0,4,95,0,0,0,0,0,0,0,0,0,93,3,0,0,0,3,0,0,0,2
257,2.28,2.45,69,1,0,1,0,0,0,0,0,0,70,10,0,4,0,0,0,0,1,0,55,3,0,0,1,0,0,0,0,0,56,6,0,0,3,0,0,0,1,0,61,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,51,1,0,1,0,0,0,0,0,0,53,5,0,3,2,0,0,0,0,0,41,3,0,2,1,0,0,0,0,0,43,11,0,7,4,0,0,0,1,0,54,5,0,2,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0
258,2.31,2.32,110,1,0,0,1,0,0,0,0,0,110,8,0,0,8,0,0,0,6,0,109,7,0,0,4,0,0,0,0,0,111,7,0,0,5,0,0,0,0,0,121,4,0,0,4,0,0,0,0,0,123,6,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2.05,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,0,1,0,0,0,0,2,131,2,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,130,5,0,0,1,0,0,0,0,4,136,1,0,0,0,0,0,0,0,1
260,2.28,2.47,98,2,0,0,2,0,0,0,0,0,98,14,0,0,10,0,0,0,0,0,119,10,0,0,7,0,0,0,0,10,122,17,0,0,12,0,0,0,1,17,100,8,0,0,8,0,0,0,0,8,107,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2.28,2.48,119,3,0,0,0,0,0,0,0,3,126,5,0,4,1,0,0,0,0,5,114,5,0,0,3,0,0,0,0,0,118,7,0,0,6,0,0,0,0,0,107,3,0,0,1,0,0,0,0,2,111,7,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2.18,2.25,70,1,0,0,0,0,0,0,0,0,74,1,0,0,1,0,0,0,0,0,64,5,0,0,3,0,0,0,0,0,65,5,0,0,3,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,66,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2.42,2.63,186,7,0,3,4,0,0,0,0,5,192,31,0,10,21,0,0,0,2,24,177,24,0,10,13,0,0,0,0,18,183,37,0,12,24,0,0,0,3,33,189,24,0,11,12,0,0,0,1,20,198,10,0,4,6,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2.04,2.15,105,1,0,1,0,0,0,0,0,1,105,4,0,3,0,0,0,0,0,4,119,1,0,1,0,0,0,0,0,1,117,0,0,0,0,0,0,0,0,0,102,1,0,0,1,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2.17,2.32,81,0,0,0,0,0,0,0,0,0,89,5,0,0,5,0,0,0,0,4,65,1,0,0,1,0,0,0,0,1,69,1,0,0,1,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,59,3,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2.55,2.65,107,2,0,0,1,0,0,0,1,0,113,10,0,0,9,0,0,0,0,0,73,13,0,0,7,0,0,0,0,0,74,22,0,0,13,0,0,0,0,0,81,6,0,0,6,0,0,0,0,0,92,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2.1,2.26,208,1,0,0,1,0,0,0,0,0,217,15,0,0,14,0,0,0,0,0,225,10,0,2,6,0,0,0,0,0,232,10,0,0,9,0,0,0,3,0,215,3,0,1,2,0,0,0,0,0,222,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2.07,2.1,125,0,0,0,0,0,0,0,0,0,123,1,0,0,1,0,0,0,1,1,105,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,1,111,3,0,0,2,0,0,0,0,3,112,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,,,36,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2.19,2.17,115,4,0,0,3,0,0,0,0,0,117,5,0,0,5,0,0,0,1,0,115,6,0,0,4,0,0,0,0,0,113,4,0,0,2,0,0,0,0,3,121,1,0,0,1,0,0,0,0,1,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,2.33,2.4,55,2,0,0,2,0,0,0,0,0,58,6,0,0,0,0,0,0,0,0,64,4,0,0,3,0,0,0,0,4,66,5,0,0,3,0,0,0,0,5,69,0,0,0,0,0,0,0,0,0,72,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,2.07,2.19,125,0,0,0,0,0,0,0,0,0,130,9,0,6,2,0,0,0,0,0,132,6,0,0,5,0,0,0,0,0,142,1,0,0,0,0,0,0,0,0,129,5,0,1,3,0,0,0,0,0,136,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2.04,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,202,5,0,0,5,0,0,0,0,4,213,2,0,0,1,0,0,0,0,2,187,3,0,0,2,0,0,0,0,3,163,0,0,0,0,0,0,0,0,0
274,2.27,2.17,87,2,0,1,1,0,0,0,0,0,89,4,0,1,3,0,0,0,1,0,96,3,0,0,3,0,0,0,0,0,99,5,0,0,4,0,0,0,0,0,100,8,0,0,3,0,0,0,0,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2.71,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,20,0,7,0,0,0,0,0,18,127,30,0,15,0,0,0,0,0,26,113,16,0,0,7,0,0,0,0,16,113,13,0,0,4,0,0,0,0,13,116,22,0,0,15,0,0,0,0,21,85,8,0,0,4,0,0,0,0,7
276,2.07,2.18,73,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,71,2,0,0,2,0,0,0,0,2,72,1,0,0,1,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2.09,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,0,1,105,2,0,0,1,0,0,0,0,2,112,2,0,0,2,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0
278,2.3,2.42,75,0,0,0,0,0,0,0,0,0,81,2,0,0,1,0,0,0,0,2,86,5,0,0,2,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,86,9,0,0,7,0,0,0,0,0,89,8,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2.21,2.31,125,1,0,0,1,0,0,0,0,0,124,8,0,1,7,0,0,0,0,0,123,6,0,0,4,0,0,0,0,6,127,9,0,0,6,0,0,0,0,8,122,2,0,0,0,0,0,0,0,0,126,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2.46,2.65,123,14,0,4,8,0,0,0,0,7,123,30,0,10,16,0,0,0,0,16,72,11,0,0,9,0,0,0,0,6,74,10,0,0,8,0,0,0,0,7,87,7,0,0,4,0,0,0,0,5,91,14,0,0,9,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2.48,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,78,8,0,2,5,0,0,0,1,7,81,11,0,2,7,0,0,0,1,9,62,4,0,0,2,0,0,0,0,2,62,7,0,0,4,0,0,0,0,3,101,10,0,5,5,0,0,0,0,6,49,0,0,0,0,0,0,0,0,0
282,2.45,2.56,112,2,0,0,2,0,0,0,0,1,112,9,0,1,8,0,0,0,1,6,113,6,0,0,3,2,0,0,0,6,113,10,0,0,7,2,0,0,0,10,106,4,0,0,4,0,0,0,0,1,107,7,0,0,6,0,0,0,0,2,94,8,0,0,7,0,0,0,0,6,94,6,0,0,5,0,0,0,0,4,86,2,0,0,1,0,0,0,0,2,86,6,0,0,4,0,0,0,0,6,88,7,0,0,6,0,0,0,0,4,57,1,0,0,1,0,0,0,0,0
283,1.98,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,0,0,1,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,85,2,0,0,2,0,0,0,0,0,95,1,0,1,0,0,0,0,0,0
284,2.1,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,2,0,0,0,0,3,74,1,0,0,1,0,0,0,0,1,83,1,0,0,1,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
285,2.21,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,55,3,0,1,0,0,0,0,0,3,55,1,0,0,0,0,0,0,0,1,55,1,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
286,2.16,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,0,2,0,0,0,0,0,134,7,0,0,5,0,0,0,0,7,162,3,0,0,3,0,0,0,0,3,150,1,0,0,1,0,0,0,0,1,174,7,0,0,6,0,0,0,0,6,134,1,0,0,1,0,0,0,0,1
287,2.19,2.28,23,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,73,6,0,2,4,0,0,0,0,6,73,8,0,1,7,0,0,0,0,8,60,2,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2.23,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,0,2,0,0,0,0,0,0,77,9,0,5,4,0,0,0,0,0,90,1,0,0,1,0,0,0,0,0,90,1,0,0,1,0,0,0,0,0,79,3,0,0,2,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0
