,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Meeting Target,Rigorous Instruction Rating_Not Meeting Target,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Meeting Target,Collaborative Teachers Rating_Not Meeting Target,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_Meeting Target,Supportive Environment Rating_Not Meeting Target,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Meeting Target,Effective School Leadership Rating_Not Meeting Target,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Meeting Target,Strong Family-Community Ties Rating_Not Meeting Target,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Meeting Target,Trust Rating_Not Meeting Target,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Meeting Target,Student Achievement Rating_Not Meeting Target
282,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,320900010218,09X218,9,40.835694000000004,-73.919663,"1220 GERARD AVE BRONX, NY 10452",BRONX,10452,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.861,25919.64,31%,4%,5%,89%,94%,1%,0.94,0.18,0.89,0.84,0.89,0.76,0.82,0.88,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
283,I.S. 219 NEW VENTURE SCHOOL,320900010219,09X219,9,40.833708,-73.903937,"3630 3RD AVE BRONX, NY 10456",BRONX,10456,"06,07,08",06,08,Yes,0.929,48443.1284931506,31%,1%,37%,61%,98%,1%,0.9,0.35,0.82,0.66,0.81,0.63,0.7,0.79,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
284,I.S. 229 ROLAND PATTERSON,320900010229,09X229,9,40.841563,-73.929604,"275 HARLEM RIVER PARK BRIDGE BRONX, NY 10453",BRONX,10453,"05,06,07,08",05,08,No,0.885,48443.1284931506,20%,1%,35%,63%,98%,1%,0.9,0.38,0.78,0.65,0.83,0.63,0.81,0.81,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
285,EAGLE ACADEMY FOR YOUNG MEN,320900011231,09X231,9,40.845324,-73.89739200000001,"4143 3RD AVE BRONX, NY 10457",BRONX,10457,"09,10,11,12",09,12,No,0.705,48443.1284931506,4%,0%,58%,39%,97%,0%,0.94,0.18,0.82,0.86,0.77,0.83,0.85,0.89,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
286,I.S. 232,320900010232,09X232,9,40.849461,-73.915529,"1700 MACOMBS RD BRONX, NY 10453",BRONX,10453,"06,07,08",06,08,No,0.872,48443.1284931506,39%,0%,20%,79%,99%,1%,0.93,0.25,0.78,0.65,0.82,0.59,0.78,0.79,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
287,P.S. 236 LANGSTON HUGHES,320900010236,09X236,9,40.848826,-73.909699,"1871 WALTON AVE BRONX, NY 10453",BRONX,10453,"PK,0K,01,02,03,04,05",PK,05,No,0.882,26958.39,12%,0%,29%,68%,98%,2%,0.93,0.2,0.93,0.93,0.92,0.85,0.87,0.93,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
288,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",320900011241,09X241,9,40.839457,-73.901895,"1595 BATHGATE AVE BRONX, NY 10457",BRONX,10457,"06,07,08,09,10,11,12",06,12,No,0.8220000000000001,48443.1284931506,11%,1%,34%,64%,98%,1%,0.92,0.26,0.82,0.82,0.8,0.79,0.77,0.86,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
289,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,320900010274,09X274,9,40.841563,-73.929604,"275 HARLEM RIVER PARK BRIDGE BRONX, NY 10453",BRONX,10453,"PK,0K,01,03,04,05",PK,05,No,0.934,20772.06,17%,0%,39%,59%,98%,1%,0.88,0.53,0.92,0.95,0.96,0.95,0.87,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,THE WALTON AVENUE SCHOOL,320900010294,09X294,9,40.840365999999996,-73.915716,"1425 WALTON AVE BRONX, NY 10452",BRONX,10452,"0K,01,02,03,04,05",0K,05,No,0.9159999999999999,25806.36,28%,1%,22%,73%,95%,3%,0.92,0.3,0.96,0.95,0.96,0.94,0.87,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,320900010303,09X303,9,40.849461,-73.915529,"1700 MACOMBS RD BRONX, NY 10453",BRONX,10453,"06,07,08",06,08,No,0.9009999999999999,48443.1284931506,16%,0%,23%,75%,98%,1%,0.92,0.27,0.82,0.93,0.86,0.92,0.8,0.93,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
292,LUCERO ELEMENTARY SCHOOL,320900010311,09X311,9,40.840365999999996,-73.915716,"1425 WALTON AVE BRONX, NY 10452",BRONX,10452,"0K,01,02,03,04,05",0K,05,No,0.929,25044.32,54%,1%,10%,87%,97%,1%,0.91,0.33,0.98,0.97,0.98,0.93,0.86,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,320900010313,09X313,9,40.840589,-73.90454,"1600 WEBSTER AVE BRONX, NY 10457",BRONX,10457,"06,07,08",06,08,Yes,0.8809999999999999,48443.1284931506,32%,1%,32%,67%,99%,0%,0.89,0.42,0.73,0.8,0.78,0.6,0.75,0.79,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
294,BRONX WRITING ACADEMY,320900010323,09X323,9,40.832278,-73.914142,"270 E 167TH ST BRONX, NY 10456",BRONX,10456,"06,07,08",06,08,No,0.892,48443.1284931506,27%,3%,30%,66%,95%,1%,0.87,0.45,0.81,0.78,0.81,0.7,0.78,0.87,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
295,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,320900011324,09X324,9,40.828111,-73.917661,"250 E 164TH ST BRONX, NY 10456",BRONX,10456,"06,07,08,09,10,11,12",06,12,Yes,0.8190000000000001,48443.1284931506,14%,3%,29%,66%,95%,2%,0.93,0.23,0.9,0.94,0.84,0.88,0.74,0.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
296,URBAN SCIENCE ACADEMY,320900010325,09X325,9,40.827748,-73.91377299999999,"1000 TELLER AVE BRONX, NY 10456",BRONX,10456,"05,06,07,08",05,08,Yes,0.8909999999999999,48443.1284931506,36%,1%,30%,67%,97%,1%,0.9,0.36,0.77,0.75,0.84,0.72,0.84,0.87,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
297,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,320900010327,09X327,9,40.842811,-73.916384,"1501 JEROME AVE BRONX, NY 10452",BRONX,10452,"06,07,08,09,10,11,12",06,12,No,0.862,48443.1284931506,10%,0%,22%,77%,99%,1%,0.94,0.21,0.93,0.94,0.85,0.91,0.79,0.93,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
298,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,320900010328,09X328,9,40.827748,-73.91377299999999,"1000 TELLER AVE BRONX, NY 10456",BRONX,10456,"06,07,08",06,08,Yes,0.938,48443.1284931506,25%,1%,33%,65%,98%,0%,0.9,0.38,0.9,0.93,0.84,0.82,0.8,0.89,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
299,I.S. 339,320900010339,09X339,9,40.840589,-73.90454,"1600 WEBSTER AVE BRONX, NY 10457",BRONX,10457,"06,07,08",06,08,Yes,0.9129999999999999,48443.1284931506,28%,1%,28%,70%,98%,1%,0.91,0.31,0.82,0.75,0.77,0.66,0.77,0.77,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
300,NEW DIRECTIONS SECONDARY SCHOOL,320900011350,09X350,9,40.839653999999996,-73.911386,"240 E 172ND ST BRONX, NY 10457",BRONX,10457,"06,07,08,09,10,11,12",06,12,No,0.92,48443.1284931506,34%,0%,30%,67%,98%,0%,0.66,0.74,0.66,0.71,0.93,0.67,0.78,0.89,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
301,THE HIGHBRIDGE GREEN SCHOOL,320900010361,09X361,9,40.838201,-73.928084,"200 W 167TH ST BRONX, NY 10452",BRONX,10452,"06,07,08",06,08,No,0.8859999999999999,48443.1284931506,20%,1%,25%,73%,98%,1%,0.94,0.2,0.94,0.93,0.94,0.94,0.85,0.95,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
302,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,320900011413,09X413,9,40.839653999999996,-73.911386,"240 E 172ND ST BRONX, NY 10457",BRONX,10457,"06,07,08,09,10,11,12",06,12,No,0.8009999999999999,48443.1284931506,6%,8%,33%,57%,90%,1%,0.96,0.11,0.9,0.92,0.82,0.81,0.81,0.91,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
303,THE FAMILY SCHOOL,320900010443,09X443,9,40.832033,-73.917519,"1116 SHERIDAN AVE BRONX, NY 10456",BRONX,10456,"0K,01,02,03,04,05",0K,05,No,0.898,27970.3,32%,4%,28%,66%,94%,1%,0.92,0.31,0.95,0.93,0.9,0.82,0.83,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
304,GRANT AVENUE ELEMENTARY SCHOOL,320900010449,09X449,9,40.828111,-73.917661,"250 E 164TH ST BRONX, NY 10456",BRONX,10456,"0K,01,02,03,04,05",0K,05,No,0.8759999999999999,26370.44,22%,5%,30%,62%,92%,1%,0.93,0.24,0.93,0.9,0.88,0.89,0.9,0.94,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
305,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,320900010454,09X454,9,40.828111,-73.917661,"250 E 164TH ST BRONX, NY 10456",BRONX,10456,"06,07,08",06,08,No,0.86,48443.1284931506,20%,2%,26%,70%,96%,1%,0.92,0.29,0.96,0.98,0.95,0.98,0.84,0.98,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
306,SHERIDAN ACADEMY FOR YOUNG LEADERS,320900010457,09X457,9,40.832033,-73.917519,"1116 SHERIDAN AVE BRONX, NY 10456",BRONX,10456,"0K,01,02,03,04,05",0K,05,No,0.909,30300.35,19%,1%,30%,67%,97%,1%,0.91,0.38,0.9,0.92,0.84,0.81,0.87,0.92,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
307,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",320900011505,09X505,9,40.827571999999996,-73.918927,"244 E 163RD ST BRONX, NY 10451",BRONX,10451,"07,08,09,10,11,12",07,12,No,0.8029999999999999,48443.1284931506,6%,1%,24%,71%,96%,1%,0.95,0.14,0.82,0.8,0.8,0.76,0.71,0.85,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
308,MOUNT EDEN CHILDREN'S ACADEMY,320900010555,09X555,9,40.842811,-73.916384,"1501 JEROME AVE BRONX, NY 10452",BRONX,10452,"0K,01,02,03,04,05",0K,05,No,0.833,28339.16,22%,0%,22%,78%,99%,1%,0.96,0.09,0.96,0.97,0.99,0.95,0.91,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,320900010568,09X568,9,40.848521000000005,-73.908447,"1865 MORRIS AVE BRONX, NY 10453",BRONX,10453,"06,07,08,09,10,11,12",06,12,No,0.816,48443.1284931506,5%,2%,39%,58%,97%,1%,0.94,0.17,0.94,0.98,0.86,0.98,0.84,0.94,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
310,P.S. 3 RAUL JULIA MICRO SOCIETY,321000010003,10X003,10,40.850163,-73.89165600000001,"2100 LAFONTAINE AVE BRONX, NY 10457",BRONX,10457,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.8640000000000001,25544.48,10%,2%,29%,68%,97%,0%,0.91,0.37,0.97,0.9,0.87,0.83,0.83,0.91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
311,MILTON FEIN SCHOOL,321000010007,10X007,10,40.881668,-73.905862,"3201 KINGSBRIDGE AVE BRONX, NY 10463",BRONX,10463,"0K,01,02,03,04,05",0K,05,No,0.746,41223.11,20%,5%,6%,79%,85%,9%,0.96,0.05,0.97,0.97,0.98,0.92,0.88,0.99,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
312,P.S. 008 ISAAC VARIAN,321000010008,10X008,10,40.872553,-73.883365,"3010 BRIGGS AVE BRONX, NY 10458",BRONX,10458,"0K,01,02,03,04,05",0K,05,No,0.8,33601.34,25%,5%,11%,77%,88%,7%,0.93,0.29,0.89,0.9,0.93,0.8,0.79,0.92,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
313,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,321000010009,10X009,10,40.856803,-73.898907,"230 E 183RD ST BRONX, NY 10458",BRONX,10458,"PK,0K,01,02,03,04,05",PK,05,No,0.9229999999999999,26516.8,27%,1%,16%,80%,96%,1%,0.9,0.4,0.91,0.87,0.88,0.71,0.83,0.88,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
314,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,321000010015,10X015,10,40.859165000000004,-73.909733,"2195 ANDREWS AVE BRONX, NY 10453",BRONX,10453,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.852,28779.66,7%,1%,13%,85%,98%,0%,0.95,0.16,0.86,0.86,0.85,0.79,0.84,0.91,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
315,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",321000010020,10X020,10,40.869618,-73.879012,"3050 WEBSTER AVE BRONX, NY 10458",BRONX,10458,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.8059999999999999,34155.6,19%,9%,8%,73%,82%,8%,0.92,0.29,0.88,0.82,0.84,0.69,0.75,0.85,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
316,P.S. 023 THE NEW CHILDREN'S SCHOOL,321000010023,10X023,10,40.853359999999995,-73.894798,"2151 WASHINGTON AVE BRONX, NY 10457",BRONX,10457,"PK,0K,01,02",PK,02,No,0.905,24966.63,13%,0%,37%,62%,99%,1%,0.91,0.34,0.79,0.89,0.82,0.78,0.81,0.91,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
317,P.S. 024 SPUYTEN DUYVIL,321000010024,10X024,10,40.887662,-73.91356999999999,"660 W 236TH ST BRONX, NY 10463",BRONX,10463,"0K,01,02,03,04,05",0K,05,No,0.22699999999999998,81320.51,3%,9%,6%,42%,48%,39%,0.94,0.13,0.82,0.71,0.86,0.57,0.85,0.77,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
318,P.S. 032 BELMONT,321000010032,10X032,10,40.852095,-73.885739,"690 E 183RD ST BRONX, NY 10458",BRONX,10458,"0K,01,02,03,04,05",0K,05,No,0.925,22737.12,13%,1%,25%,71%,96%,3%,0.93,0.28,0.97,0.96,0.96,0.89,0.84,0.97,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
319,P.S. 033 TIMOTHY DWIGHT,321000010033,10X033,10,40.861675,-73.90163299999999,"2424 JEROME AVE BRONX, NY 10468",BRONX,10468,"PK,0K,01,02,03,04,05",PK,05,No,0.91,27633.11,26%,2%,10%,84%,94%,2%,0.92,0.31,0.88,0.89,0.91,0.78,0.91,0.92,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
320,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,321000010037,10X037,10,40.87984,-73.910788,"360 W 230TH ST BRONX, NY 10463",BRONX,10463,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.752,69064.16,15%,2%,23%,72%,95%,2%,0.92,0.33,0.93,0.92,0.85,0.86,0.88,0.92,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
321,THOMAS C. GIORDANO MIDDLE SCHOOL 45,321000010045,10X045,10,40.858431,-73.887039,"2502 LORILLARD PL BRONX, NY 10458",BRONX,10458,"06,07,08",06,08,No,0.8859999999999999,48443.1284931506,17%,1%,16%,78%,94%,4%,0.91,0.32,0.87,0.86,0.82,0.75,0.73,0.88,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
322,P.S. 046 EDGAR ALLAN POE,321000010046,10X046,10,40.858431,-73.887039,"2502 LORILLARD PL BRONX, NY 10458",BRONX,10458,"0K,01,02,03,04,05",0K,05,No,0.9059999999999999,26555.51,40%,3%,15%,80%,95%,2%,0.92,0.29,0.9,0.87,0.89,0.76,0.81,0.92,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
323,P.S. 051 BRONX NEW SCHOOL,321000010051,10X051,10,40.850632,-73.88653000000001,"695 E 182ND ST BRONX, NY 10457",BRONX,10457,"0K,01,02,03,04,05",0K,05,No,0.7140000000000001,32539.98,4%,3%,37%,59%,96%,2%,0.94,0.21,0.99,0.9,0.98,0.84,0.83,0.96,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
324,P.S./I.S. 54,321000010054,10X054,10,40.864937,-73.887793,"2703 WEBSTER AVE BRONX, NY 10458",BRONX,10458,"PK,0K,01,02,03,04,05",PK,05,No,0.8959999999999999,24568.96,26%,2%,27%,70%,97%,1%,0.92,0.25,0.91,0.87,0.88,0.79,0.84,0.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
325,P.S. 056 NORWOOD HEIGHTS,321000010056,10X056,10,40.872439,-73.875912,"3177 WEBSTER AVE BRONX, NY 10467",BRONX,10467,"0K,01,02,03,04,05",0K,05,No,0.821,36131.36,14%,22%,8%,63%,71%,6%,0.93,0.25,0.97,0.93,0.93,0.88,0.82,0.95,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
326,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,321000010059,10X059,10,40.85306,-73.89342099999999,"2185 BATHGATE AVE BRONX, NY 10457",BRONX,10457,"PK,0K,01,02,03,04,05",PK,05,No,0.934,22046.2,15%,1%,27%,68%,96%,1%,0.91,0.38,0.94,0.94,0.92,0.89,0.92,0.96,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
327,J.H.S. 080 THE MOSHOLU PARKWAY,321000010080,10X080,10,40.876823,-73.88124,"149 E MOSHOLU PKWY BRONX, NY 10467",BRONX,10467,"06,07,08",06,08,Yes,0.8270000000000001,48443.1284931506,31%,13%,13%,67%,81%,5%,0.89,0.38,0.87,0.79,0.81,0.7,0.74,0.84,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
328,P.S. 081 ROBERT J. CHRISTEN,321000010081,10X081,10,40.903455,-73.904682,"5550 RIVERDALE AVE BRONX, NY 10471",BRONX,10471,"0K,01,02,03,04,05",0K,05,No,0.35700000000000004,71366.79,8%,8%,10%,49%,59%,30%,0.94,0.17,0.93,0.92,0.99,0.83,0.9,0.96,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
329,P.S. 085 GREAT EXPECTATIONS,321000010085,10X085,10,40.858852,-73.894829,"2400 MARION AVE BRONX, NY 10458",BRONX,10458,"0K,01,02,03,04,05",0K,05,Yes,0.925,23548.89,22%,1%,29%,69%,98%,0%,0.91,0.35,0.84,0.82,0.82,0.7,0.81,0.85,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
330,P.S. 086 KINGSBRIDGE HEIGHTS,321000010086,10X086,10,40.869847,-73.898263,"2756 RESERVOIR AVE BRONX, NY 10468",BRONX,10468,"PK,0K,01,02,03,04,05,06",PK,06,No,0.878,33865.07,30%,4%,8%,86%,94%,1%,0.94,0.2,0.95,0.95,0.93,0.88,0.83,0.96,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
331,P.S. 091 BRONX,321000010091,10X091,10,40.858715999999994,-73.90740799999999,"2220 AQUEDUCT AVE BRONX, NY 10453",BRONX,10453,"0K,01,02,03,04,05",0K,05,No,0.903,29919.76,38%,3%,18%,76%,94%,2%,0.91,0.36,0.82,0.76,0.8,0.66,0.78,0.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
332,P.S. 094 KINGS COLLEGE SCHOOL,321000010094,10X094,10,40.88051,-73.87526700000001,"3530 KINGS COLLEGE PL BRONX, NY 10467",BRONX,10467,"0K,01,02,03,04,05",0K,05,No,0.862,33404.63,26%,11%,16%,68%,84%,3%,0.91,0.34,0.86,0.86,0.88,0.74,0.82,0.93,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
333,P.S. 095 SHEILA MENCHER,321000010095,10X095,10,40.883022,-73.891672,"3961 HILLMAN AVE BRONX, NY 10463",BRONX,10463,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.7859999999999999,42357.53,19%,7%,17%,70%,87%,4%,0.92,0.29,0.85,0.71,0.84,0.63,0.87,0.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
334,J.H.S. 118 WILLIAM W. NILES,321000010118,10X118,10,40.848559,-73.89256999999999,"577 E 179TH ST BRONX, NY 10457",BRONX,10457,"06,07,08",06,08,No,0.843,48443.1284931506,11%,15%,21%,60%,81%,3%,0.92,0.26,0.84,0.76,0.83,0.69,0.69,0.88,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
335,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),321000011141,10X141,10,40.887701,-73.913605,"660 W 237TH ST BRONX, NY 10463",BRONX,10463,"06,07,08,09,10,11,12",06,12,No,0.418,48443.1284931506,7%,7%,10%,56%,66%,26%,0.94,0.13,0.84,0.81,0.82,0.75,0.75,0.86,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
336,P.S. 159 LUIS MUNOZ MARIN BILING,321000010159,10X159,10,40.855521,-73.893276,"2315 WASHINGTON AVE BRONX, NY 10457",BRONX,10457,"0K,01,02,03,04,05",0K,05,No,0.907,23307.95,30%,0%,8%,90%,98%,1%,0.93,0.26,0.99,0.99,0.96,0.93,0.93,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
337,P.S. 205 FIORELLO LAGUARDIA,321000010205,10X205,10,40.855742,-73.881407,"2475 SOUTHERN BLVD BRONX, NY 10458",BRONX,10458,"0K,01,02,03,04,05",0K,05,No,0.887,23907.92,20%,1%,15%,79%,94%,5%,0.93,0.26,0.88,0.91,0.93,0.8,0.83,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
338,I.S. 206 ANN MERSEREAU,321000010206,10X206,10,40.859604,-73.906275,"2280 AQUEDUCT AVE BRONX, NY 10468",BRONX,10468,"05,06,07,08",05,08,No,0.909,48443.1284931506,24%,1%,19%,78%,97%,1%,0.91,0.33,0.89,0.91,0.83,0.83,0.84,0.94,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
339,THEATRE ARTS PRODUCTION COMPANY SCHOOL,321000010225,10X225,10,40.854655,-73.897036,"2225 WEBSTER AVE BRONX, NY 10457",BRONX,10457,"06,07,08,09,10,11,12",06,12,No,0.8059999999999999,48443.1284931506,6%,1%,27%,68%,95%,2%,0.92,0.26,0.84,0.87,0.81,0.8,0.76,0.91,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
340,P.S. 226,321000010226,10X226,10,40.855568,-73.91622,"1950 SEDGWICK AVE BRONX, NY 10453",BRONX,10453,"PK,0K,01,02,03,04",PK,04,No,0.903,30205.5,22%,1%,23%,76%,98%,0%,0.93,0.23,0.82,0.8,0.86,0.7,0.81,0.85,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
341,JONAS BRONCK ACADEMY,321000010228,10X228,10,40.861305,-73.891283,"400 E FORDHAM RD BRONX, NY 10458",BRONX,10458,"06,07,08",06,08,No,0.821,48443.1284931506,4%,5%,18%,72%,91%,2%,0.98,0.02,0.91,0.92,0.92,0.86,0.86,0.94,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
